product_id,price_id,mofu_sku,supplier_sku,product_name,brand,category,variant_mode,variant_key,variant_label_zh,is_default_price,is_storefront_sellable_price,storefront_selection_issue,current_hkd,current_cents,cost_cny,cost_source,local_cost_source_file,cost_hkd_at_fixed_fx,unrounded_proposed_hkd,proposed_hkd,proposed_cents,price_change_hkd,price_change_percent,estimated_domestic_stripe_fee_hkd,estimated_net_margin_after_domestic_stripe_fee,replacement_price_metadata_key_count_before,replacement_price_metadata_key_count_after,product_policy_metadata_key_count_before,product_policy_metadata_key_count_after,proposed_product_policy_metadata_additions,proposed_product_policy_metadata_replacements,product_policy_metadata_capacity_blocked,pricing_status,approval_manifest_scope
prod_V8fe3PM27QjYNh,price_1U8VfPRyM6dRKLtZSELHnoX6,MH-CAT-CIAO-042,CIAOVL-14,CIAO 炙烤盛宴｜正宗高湯味 (香烤風味)｜30g,CIAO 炙烤盛宴,cats,single,,30g,True,True,,14.90,1490,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8fe1kWPFBfcKh,price_1U8VfIRyM6dRKLtZYp1aULxk,MH-CAT-CIAO-043,CIAOVL-15,CIAO Premium｜6種功能性成分 (鰹魚雞胸肉木魚花)｜30g,CIAO Premium,cats,single,,30g,True,True,,10.90,1090,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8feew2ryjD7ql,price_1U8VfGRyM6dRKLtZqnZL6lHd,MH-CAT-CIAO-044,CIAOVL-16,CIAO Premium｜6種功能性成分 (雞胸肉扇貝味)｜30g,CIAO Premium,cats,single,,30g,True,True,,10.90,1090,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8feViin1yPowA,price_1U8VgJRyM6dRKLtZ4V7rcIn2,MH-CAT-CIAO-045,CIAOVL-17,Vet's Labo｜MediMousse 腸胃呵護慕斯｜95g,Vet’s Labo,cats,single,,95g,True,True,,38.90,3890,,,,,,,,,,,,,,50,55,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},True,awaiting_cny_cost_for_storefront_price,False
prod_V8fexvyuSOogz8,price_1U8VgFRyM6dRKLtZy9DpjTcg,MH-CAT-CIAO-046,CIAOVL-18,Vet's Labo｜MediMousse 健康支持慕斯｜95g,Vet’s Labo,cats,single,,95g,True,True,,38.90,3890,,,,,,,,,,,,,,50,55,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},True,awaiting_cny_cost_for_storefront_price,False
prod_V8feexDq7xAidn,price_1U8VgIRyM6dRKLtZ5N8bJkjF,MH-CAT-CIAO-047,CIAOVL-19,Vet's Labo｜MediMousse 皮膚維護慕斯｜95g,Vet’s Labo,cats,single,,95g,True,True,,38.90,3890,,,,,,,,,,,,,,50,55,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},True,awaiting_cny_cost_for_storefront_price,False
prod_V8fe6YUsIrEf8Q,price_1U8VgGRyM6dRKLtZXOrz5nwX,MH-CAT-CIAO-048,CIAOVL-20,Vet's Labo｜MediMousse 減肥減脂慕斯｜95g,Vet’s Labo,cats,single,,95g,True,True,,38.90,3890,,,,,,,,,,,,,,50,55,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},True,awaiting_cny_cost_for_storefront_price,False
prod_V8crHGAsSzl77H,price_1U8VfyRyM6dRKLtZv3pqg3t2,MH-CAT-CMP-001,,COMBO Present 男生喜歡的口味 魚味 小包｜COMBO Present Boy-Friendly Fish Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8cr9iyVmqUz8O,price_1U8VfwRyM6dRKLtZTi5PY8Go,MH-CAT-CMP-002,,COMBO Present 潔齒防口臭 混合肉味 小包｜COMBO Present Dental and Breath Care Meat Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crzRJNuOzt2e,price_1U8VfuRyM6dRKLtZ1Xzbqwgz,MH-CAT-CMP-003,,COMBO Present 潔齒防口臭 混合海鮮 小包｜COMBO Present Dental and Breath Care Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crNNIKOTELSy,price_1U8VftRyM6dRKLtZjUSxlTXX,MH-CAT-CMP-004,,COMBO Present 潔齒防口臭 三種口味｜COMBO Present Dental and Breath Care Three-Flavour Variety Pack,COMBO Present,cats,single,,90g (3g×30包),True,True,,58.90,5890,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crT5vLCe95hY,price_1U8VgARyM6dRKLtZ6qLx74OA,MH-CAT-CMP-005,,COMBO Present 腸道環境維持 海鮮 小包｜COMBO Present Digestive Support Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8cr9ARnvUOKQM,price_1U8Vg8RyM6dRKLtZk2x37iHr,MH-CAT-CMP-006,,COMBO Present 腸道環境維持 三種口味｜COMBO Present Digestive Support Three-Flavour Variety Pack,COMBO Present,cats,single,,90g (3g×30包),True,True,,58.90,5890,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8cr9Jv6Ewv0ui,price_1U8VfoRyM6dRKLtZD0xQ0o0K,MH-CAT-CMP-007,,COMBO Present 女生喜歡口味 混合海鮮 小包｜COMBO Present Girl-Friendly Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crpeVGxpASKY,price_1U8VfmRyM6dRKLtZmIZuJdnn,MH-CAT-CMP-008,,COMBO Present 化毛配方 混合海鮮 小包｜COMBO Present Hairball Care Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crrguHp5YAXt,price_1U8VfkRyM6dRKLtZyi6EfUZn,MH-CAT-CMP-009,,COMBO Present 免疫力維持 海鮮 小包｜COMBO Present Immune Support Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8cr2Q8hiWwniV,price_1U8VfiRyM6dRKLtZUsusaDXK,MH-CAT-CMP-010,,COMBO Present 免疫力維持 三種口味｜COMBO Present Immune Support Three-Flavour Variety Pack,COMBO Present,cats,single,,90g (3g×30包),True,True,,58.90,5890,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8croZ9K3Kppbf,price_1U8VfrRyM6dRKLtZUS6x0qQo,MH-CAT-CMP-011,,COMBO Present 室內貓化毛 三種口味｜COMBO Present Indoor Cat Hairball Care Three-Flavour Variety Pack,COMBO Present,cats,single,,90g (3g×30包),True,True,,58.90,5890,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crhpakrZfoXD,price_1U8VfqRyM6dRKLtZkB11qUqD,MH-CAT-CMP-012,,COMBO Present 室內貓 金槍魚 小包｜COMBO Present Indoor Cat Tuna Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crtmrNegpX6C,price_1U8Vg5RyM6dRKLtZqlVvcVTl,MH-CAT-CMP-013,,COMBO Present 維護腎臟 混合肉味 小包｜COMBO Present Kidney Health Support Meat Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crvbMiPxxJvt,price_1U8Vg3RyM6dRKLtZqTxXdIMe,MH-CAT-CMP-014,,COMBO Present 維護腎臟 混合海鮮 小包｜COMBO Present Kidney Health Support Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crErEJilA30r,price_1U8Vg7RyM6dRKLtZaWtSwItm,MH-CAT-CMP-015,,COMBO Present 維護腎臟配方 三種口味｜COMBO Present Kidney Health Support Three-Flavour Variety Pack,COMBO Present,cats,single,,90g (3g×30包),True,True,,58.90,5890,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crzn01d7SXcg,price_1U8VfhRyM6dRKLtZQxO4fpuu,MH-CAT-CMP-016,,COMBO Present 低脂絕育貓 混合海鮮 小包｜COMBO Present Low-Fat Neutered Cat Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8cr8kOWyjP3g1,price_1U8Vg0RyM6dRKLtZALUmo5Pt,MH-CAT-CMP-017,,COMBO Present 維護泌尿 混合海鮮 小包｜COMBO Present Urinary Health Support Seafood Mini Pack,COMBO Present,cats,single,,42g (3g×14包),True,True,,32.90,3290,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8crKsH08GDJxM,price_1U8Vg1RyM6dRKLtZnRYfKHeX,MH-CAT-CMP-018,,COMBO Present 維護泌尿配方 三種口味｜COMBO Present Urinary Health Support Three-Flavour Variety Pack,COMBO Present,cats,single,,90g (3g×30包),True,True,,58.90,5890,,,,,,,,,,,,,,27,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,awaiting_cny_cost_for_storefront_price,False
prod_V8lAOpvuncOCZM,price_1U8Te7RyM6dRKLtZw2QIvSDA,MH-CAT-COMBO-001,B24-10,COMBO 貓咪奢華美食四重滋味熟成鰹魚乾糧 600g｜COMBO Luxury Gourmet Four Flavours with Aged Bonito Dry Cat Food 600g,COMBO,cats,single,,600g（120g×5）,True,True,,189.90,18990,89.6000,locally_recovered_supplier_sku,batch24_product_mapping.json,104.4198,183.7789,183.90,18390,-6.00,-3.1596,8.6026,0.3854,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8lAeH2hqPlna6,price_1U8Te8RyM6dRKLtZf1Zb7BlY,MH-CAT-COMBO-002,B24-11,COMBO 貓咪奢華美食拼配鮭魚脆片鰹魚節乾糧 700g｜COMBO Luxury Gourmet Blend with Salmon Chips & Bonito Flakes Dry Cat Food 700g,COMBO,cats,single,,700g（140g×5）,True,True,,189.90,18990,89.6000,locally_recovered_supplier_sku,batch24_product_mapping.json,104.4198,183.7789,183.90,18390,-6.00,-3.1596,8.6026,0.3854,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8lAWevxk3Za0C,price_1U8Te9RyM6dRKLtZbFSz0rsZ,MH-CAT-COMBO-003,B24-12,COMBO 體重關注貓用鮪魚鰹魚節乾糧 600g｜COMBO Weight-Concern Cat Tuna Dry Food with Bonito Flakes 600g,COMBO,cats,single,,600g（120g×5）,True,True,,189.90,18990,89.6000,locally_recovered_supplier_sku,batch24_product_mapping.json,104.4198,183.7789,183.90,18390,-6.00,-3.1596,8.6026,0.3854,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8lAUga8Mwc3d0,price_1U8TeIRyM6dRKLtZfLkTpmot,MH-CAT-GNSP-001,B24-20,銀之匙 濃湯仕立鮪魚貓罐頭 70g｜Gin no Spoon Thick Gravy Tuna Cat Can 70g,銀之匙,cats,single,,70g,True,True,,19.90,1990,9.3000,locally_recovered_supplier_sku,batch24_product_mapping.json,10.8382,19.0753,19.90,1990,0.00,0.0000,3.0266,0.3033,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V8lAjMRJn8PScz,price_1U8TeJRyM6dRKLtZZNQsVoYK,MH-CAT-GNSP-002,B24-21,"銀之匙 鮪魚鰹魚雞胸肉貓罐頭 70g｜Gin no Spoon Tuna, Bonito & Chicken Breast Cat Can 70g",銀之匙,cats,single,,70g,True,True,,19.90,1990,9.3000,locally_recovered_supplier_sku,batch24_product_mapping.json,10.8382,19.0753,19.90,1990,0.00,0.0000,3.0266,0.3033,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V8lATH0SDiLKBx,price_1U8TeKRyM6dRKLtZ06iNBorq,MH-CAT-GNSP-003,B24-22,"銀之匙 濃湯仕立鮪魚鰹魚雞胸肉貓罐頭 70g｜Gin no Spoon Thick Gravy Tuna, Bonito & Chicken Breast Cat Can 70g",銀之匙,cats,single,,70g,True,True,,19.90,1990,9.3000,locally_recovered_supplier_sku,batch24_product_mapping.json,10.8382,19.0753,19.90,1990,0.00,0.0000,3.0266,0.3033,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V8lAGdiamaGSwC,price_1U8TeLRyM6dRKLtZR3jNQ3eA,MH-CAT-GNSP-004,B24-23,"銀之匙 魚肉雞胸肉吻仔魚貓罐頭 70g｜Gin no Spoon Fish, Chicken Breast & Shirasu Cat Can 70g",銀之匙,cats,single,,70g,True,True,,19.90,1990,9.3000,locally_recovered_supplier_sku,batch24_product_mapping.json,10.8382,19.0753,19.90,1990,0.00,0.0000,3.0266,0.3033,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V8lATUvYyTfiyk,price_1U8TeMRyM6dRKLtZ8duuCeG8,MH-CAT-GNSP-005,B24-24,"銀之匙 魚肉雞胸肉鰹魚節貓罐頭 70g｜Gin no Spoon Fish, Chicken Breast & Bonito Flakes Cat Can 70g",銀之匙,cats,single,,70g,True,True,,19.90,1990,9.3000,locally_recovered_supplier_sku,batch24_product_mapping.json,10.8382,19.0753,19.90,1990,0.00,0.0000,3.0266,0.3033,7,8,29,34,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_cny_to_hkd': '1.1654', 'pricing_retail_multiplier': '1.76', 'pricing_rounding': 'upward .90', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,formula_matches_current_price_no_replacement,False
prod_V8uJcEJtSEmb69,price_1U8cUURyM6dRKLtZjiy5wjhq,MH-CAT-GNSP-006,,銀之匙 三ツ星グルメ 香酥魚香 魚味綜合乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Assorted Fish Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,single,200g,200g（20g × 10袋）,True,True,,95.90,9590,44.8000,stripe_price_metadata.cost_cny,,52.2099,91.8895,91.90,9190,-4.00,-4.1710,5.4746,0.3723,10,10,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8uJI32Jxh5dCc,price_1U8cUPRyM6dRKLtZO8S4Hj2n,MH-CAT-GNSP-007,,銀之匙 三ツ星グルメ 香酥魚香 魚肉雞肉四拼乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish & Chicken Four-Recipe Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,single,200g,200g（20g × 10袋）,True,True,,95.90,9590,44.8000,stripe_price_metadata.cost_cny,,52.2099,91.8895,91.90,9190,-4.00,-4.1710,5.4746,0.3723,10,10,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8uILuFno1z4MZ,price_1U8cUMRyM6dRKLtZiqoZhzs8,MH-CAT-GNSP-008,,銀之匙 三ツ星グルメ 香酥魚香 腸胃健康照護乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish Gut-Health Care Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,single,200g,200g,True,True,,95.90,9590,44.8000,stripe_price_metadata.cost_cny,,52.2099,91.8895,91.90,9190,-4.00,-4.1710,5.4746,0.3723,10,10,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8uJPueROjgX6L,price_1U8cURRyM6dRKLtZxOISi7XP,MH-CAT-GNSP-009,,銀之匙 三ツ星グルメ 香酥魚香 毛球護理乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Fish Hairball Care Dry Cat Food 200g,銀之匙／三ツ星グルメ,cats,single,200g,200g,True,True,,95.90,9590,44.8000,stripe_price_metadata.cost_cny,,52.2099,91.8895,91.90,9190,-4.00,-4.1710,5.4746,0.3723,10,10,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8uJVy7nhLvdrI,price_1U8cUXRyM6dRKLtZaTGFfSor,MH-CAT-GNSP-010,,"銀之匙 三ツ星グルメ 香酥魚香 金槍魚鯛魚鰹魚扇貝乾糧 200g｜Gin no Spoon Mitsuboshi Gourmet Aromatic Tuna, Sea Bream, Bonito & Scallop Dry Cat Food 200g",銀之匙／三ツ星グルメ,cats,single,200g,200g（20g × 10袋）,True,True,,95.90,9590,44.8000,stripe_price_metadata.cost_cny,,52.2099,91.8895,91.90,9190,-4.00,-4.1710,5.4746,0.3723,10,10,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
prod_V8uIfmE32YGKQz,price_1U8cUHRyM6dRKLtZILTR8TCU,MH-CAT-GNSP-011,,銀之匙 三ツ星グルメ 夾心奶油 魚味綜合乾糧 180g｜Gin no Spoon Mitsuboshi Gourmet Cream-Filled Assorted Fish Dry Cat Food 180g,銀之匙／三ツ星グルメ,cats,single,180g,180g,True,True,,95.90,9590,44.8000,stripe_price_metadata.cost_cny,,52.2099,91.8895,91.90,9190,-4.00,-4.1710,5.4746,0.3723,10,10,29,32,"{'pricing_policy_version': 'mofu-cny-hkd-multiplier-v1', 'pricing_retail_multiplier': '1.76', 'retail_pricing_rule': 'retail_hkd = ceil_to_.90(cost_cny × 1.1654 × 1.76)'}",{},False,would_replace_after_explicit_approval,True
