mofu_sku,product_id,product_name,source_price_id,replacement_price_id,old_hkd,new_hkd,cost_cny,was_default_price,verification_status,failed_checks
MH-CAT-SNR-022,prod_V8vrJdunHu4yQD,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及蟹肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna & Crab Flavour 25g,price_1U8dziRyM6dRKLtZ8ixLg9g3,price_1U90UiRyM6dRKLtZvgZXuZCO,30.90,29.90,14.4000,True,verified,
MH-CAT-SNR-002,prod_V8vrSwyPdcre4F,AIM30 貓咪雞肉絲 25g｜AIM30 Cat Shredded Chicken Fillet 25g,price_1U8e04RyM6dRKLtZkoQSmpqZ,price_1U90UjRyM6dRKLtZUcWxvibc,30.90,29.90,14.4000,True,verified,
MH-CAT-SNR-009,prod_V8vrVGdqH472WR,AIM30 Karitto Treats 酥脆貓咪零食 牛肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Beef Flavour 25g,price_1U8dzYRyM6dRKLtZ80e1VIfP,price_1U90UkRyM6dRKLtZ8Dgj5oIF,30.90,29.90,14.4000,True,verified,
MH-CAT-SNR-015,prod_V8vrYMEciXr909,AIM30 Karitto Treats 酥脆貓咪零食 鮮魚味 80g｜AIM30 Karitto Treats Crispy Cat Treats Fish Flavour 80g,price_1U8dztRyM6dRKLtZ3WxywbNW,price_1U90UlRyM6dRKLtZUOEGf3Zp,118.90,115.90,56.0000,True,verified,
MH-CAT-SNR-019,prod_V8vragc9O6bDre,AIM30 Karitto Treats 酥脆貓咪零食 金槍魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna Flavour 25g,price_1U8dzdRyM6dRKLtZmYLY5TKe,price_1U90UmRyM6dRKLtZLzJJx5L3,30.90,29.90,14.4000,True,verified,
MH-CAT-SNR-001,prod_V8vriJ8BqO90r3,AIM30 貓咪鰹魚削節 12g｜AIM30 Cat Bonito Flakes 12g,price_1U8e01RyM6dRKLtZOgbpOPvb,price_1U90UnRyM6dRKLtZ9jd0Ick5,42.90,40.90,19.8000,True,verified,
MH-CAT-SNR-012,prod_V8vrkohKHcwdKL,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 25g,price_1U8dzNRyM6dRKLtZwBGGo3H9,price_1U90UoRyM6dRKLtZdWNTjDgn,30.90,29.90,14.4000,True,verified,
MH-CAT-SNR-024,prod_V8vro3NAxi0isd,AIM30 貓咪吞拿魚片 30g｜AIM30 Cat Tuna Slices 30g,price_1U8e07RyM6dRKLtZMgv8TuPi,price_1U90UpRyM6dRKLtZowe2nk2e,42.90,40.90,19.8000,True,verified,
MH-CAT-SNR-021,prod_V8vrqp1avymNZ9,AIM30 Karitto Treats 酥脆貓咪零食 海鮮味 25g｜AIM30 Karitto Treats Crispy Cat Treats Seafood Flavour 25g,price_1U8dzTRyM6dRKLtZAzLsio4t,price_1U90UqRyM6dRKLtZI6NDRzkH,30.90,29.90,14.4000,True,verified,
MH-CAT-SNR-013,prod_V8vrsKDQclIgy0,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 80g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 80g,price_1U8dzwRyM6dRKLtZ7ujj8KaR,price_1U90UrRyM6dRKLtZF78Kyv3h,118.90,115.90,56.0000,True,verified,
MH-CAT-SNR-003,prod_V8vrvYaxZ1cxLJ,AIM30 Karitto Treats 酥脆貓咪零食 雞肉及蟹肉味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 雞肉及蟹肉味 25g,price_1U8e0DRyM6dRKLtZ7D7Iai7O,price_1U90UsRyM6dRKLtZK9gSfkYR,50.90,48.90,23.8000,True,verified,
MH-CAT-SNR-008,prod_V8vrxdYkx6Hq9O,AIM30 Karitto Treats 酥脆貓咪零食 綜合營養吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Balanced Nutrition Tuna 25g,price_1U8dzrRyM6dRKLtZSyj8L3go,price_1U90UtRyM6dRKLtZJ5kbDR2U,30.90,29.90,14.4000,True,verified,
MH-CAT-SNR-006,prod_V8vs7g4SLaJWJ3,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及雞肉雙拼綜合包 80g｜AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及雞肉雙拼綜合包 80g,price_1U8e0LRyM6dRKLtZDV8NlhJy,price_1U90UuRyM6dRKLtZ5Ykm1PMs,118.90,115.90,56.0000,True,verified,
MH-CAT-SNR-007,prod_V8vsohIxXgEVDb,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及三文魚味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及三文魚味 25g,price_1U8e0NRyM6dRKLtZOs14Trkd,price_1U90UvRyM6dRKLtZyNL3geji,118.90,115.90,56.0000,True,verified,
MH-CAT-SNR-005,prod_V8vsqALfCDaZlZ,AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g｜AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g,price_1U8e0IRyM6dRKLtZYfKTJ5RW,price_1U90UwRyM6dRKLtZbTqtcJN0,118.90,115.90,56.0000,True,verified,
MH-CAT-MONP-011,prod_V8xX3586zZhcZt,"Mon Petit Crispy Kiss 海鮮、芝士及雞肉燒烤味綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Seafood, Cheese and Chicken Grill Variety Pack Cat Treats 144g",price_1U8fcMRyM6dRKLtZa6kX1FcS,price_1U90UxRyM6dRKLtZNd9wbSzb,127.90,123.90,59.9000,True,verified,
MH-CAT-MONP-005,prod_V8xX5m49XGPiSw,Mon Petit Crispy Kiss 奢華雞肉味貓咪小食 24g｜Mon Petit Crispy Kiss Luxury Chicken Flavour Cat Treats 24g,price_1U8fcFRyM6dRKLtZeD9cGjwS,price_1U90UyRyM6dRKLtZGcFJLD54,29.90,28.90,13.9000,True,verified,
MH-CAT-MONP-006,prod_V8xXBfCtwPwxjK,Mon Petit Crispy Kiss 奢華鮮魚味貓咪小食 24g｜Mon Petit Crispy Kiss Luxury Fish Flavour Cat Treats 24g,price_1U8fcERyM6dRKLtZ463dtKpL,price_1U90UzRyM6dRKLtZu93gYJdU,29.90,28.90,13.9000,True,verified,
MH-CAT-MONP-012,prod_V8xXFw4xx3NEuP,Mon Petit Crispy Kiss 海鮮及雞肉綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Seafood and Chicken Variety Pack Cat Treats 144g,price_1U8fcIRyM6dRKLtZhierJFH2,price_1U90V0RyM6dRKLtZBnbfEKOe,127.90,123.90,59.9000,True,verified,
MH-CAT-SNR-026,prod_V8xXIokF7G9Er0,AIM30 室內成貓 鮮魚味乾糧 600g｜AIM30 Indoor Adult Cat Food Fish Flavour 600g,price_1U8fc4RyM6dRKLtZnmbBZ59U,price_1U90V1RyM6dRKLtZWvY33hpc,356.90,344.90,168.0000,True,verified,
MH-CAT-MONP-003,prod_V8xXLMbKeB2tb9,Mon Petit Crispy Kiss 鮮魚雞肉貓薄荷味貓咪小食 24g｜Mon Petit Crispy Kiss Fish and Chicken with Catnip Cat Treats 24g,price_1U8fcDRyM6dRKLtZDd0FVQMW,price_1U90V2RyM6dRKLtZ55juiHBJ,29.90,28.90,13.9000,True,verified,
MH-CAT-MONP-014,prod_V8xXM2ONlpEcC3,Mon Petit Crispy Kiss 真鯛及海鮮綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Snapper and Seafood Assortment Cat Treats 144g,price_1U8fcNRyM6dRKLtZWtmFsbjT,price_1U90V3RyM6dRKLtZx0YL7SgA,127.90,123.90,59.9000,True,verified,
MH-CAT-MONP-009,prod_V8xXMB8UApWAYP,"Mon Petit Crispy Kiss 三文魚、鰹魚及小魚味貓咪小食 30g｜Mon Petit Crispy Kiss Salmon, Bonito and Small Fish Cat Treats 30g",price_1U8fcQRyM6dRKLtZAt0dJH05,price_1U90V4RyM6dRKLtZiEGy9NiO,29.90,28.90,13.9000,True,verified,
MH-CAT-SNR-030,prod_V8xXMTWORpMyun,AIM30 室內高齡貓 11 歲以上 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Fish Flavour 600g,price_1U8fcBRyM6dRKLtZpuYulJ4J,price_1U90V5RyM6dRKLtZiXpTjbXR,356.90,344.90,168.0000,True,verified,
MH-CAT-MONP-008,prod_V8xXRC7As2ra5W,Mon Petit Crispy Kiss 肉類精選綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Meat Selection Variety Pack Cat Treats 144g,price_1U8fcHRyM6dRKLtZ0WA7KbpT,price_1U90V6RyM6dRKLtZDgD1rY6E,127.90,123.90,59.9000,True,verified,
MH-CAT-MONP-002,prod_V8xXSx8MWb3Y8D,Mon Petit Crispy Kiss 芝士及雞肉味貓咪小食 30g｜Mon Petit Crispy Kiss Cheese and Chicken Flavour Cat Treats 30g,price_1U8fcGRyM6dRKLtZbNYK0jlM,price_1U90V7RyM6dRKLtZT1JURFbi,29.90,28.90,13.9000,True,verified,
MH-CAT-SNR-032,prod_V8xXT4XG39RY4o,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Fish Flavour 600g,price_1U8fc8RyM6dRKLtZkNh900Ke,price_1U90V8RyM6dRKLtZA8abkf2V,356.90,344.90,168.0000,True,verified,
MH-CAT-SNR-033,prod_V8xXTyAkIg3YGz,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Chicken Flavour 600g,price_1U8fc6RyM6dRKLtZ8UU70tzG,price_1U90V9RyM6dRKLtZDZEmpFaX,356.90,344.90,168.0000,True,verified,
MH-CAT-MONP-007,prod_V8xXV7x4AmWu89,Mon Petit Crispy Kiss 奢華三文魚味貓咪小食 24g｜Mon Petit Crispy Kiss Luxury Salmon Flavour Cat Treats 24g,price_1U8fcRRyM6dRKLtZMvlsOquW,price_1U90VARyM6dRKLtZIMiTPMeC,29.90,28.90,13.9000,True,verified,
MH-CAT-MONP-004,prod_V8xXYKr9wN7Aee,Mon Petit Crispy Kiss 鮮魚精選貓咪小食 30g｜Mon Petit Crispy Kiss Fish Select Cat Treats 30g,price_1U8fcJRyM6dRKLtZd8RKpg9m,price_1U90VBRyM6dRKLtZlGUxjIZD,29.90,28.90,13.9000,True,verified,
MH-CAT-MONP-013,prod_V8xXZsF0TMS5c8,"Mon Petit Crispy Kiss 真鯛、鰹魚及小魚高湯味貓咪小食 30g｜Mon Petit Crispy Kiss Snapper, Skipjack Tuna and Small Fish Broth Cat Treats 30g",price_1U8fcORyM6dRKLtZ1yMnnhEK,price_1U90VCRyM6dRKLtZDkJrWAvy,29.90,28.90,13.9000,True,verified,
MH-CAT-SNR-029,prod_V8xXaZ0jwFhqkT,AIM30 室內高齡貓 11 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Chicken Flavour 600g,price_1U8fc2RyM6dRKLtZ3lk0Ei43,price_1U90VDRyM6dRKLtZsCZkGfIs,356.90,344.90,168.0000,True,verified,
MH-CAT-MONP-010,prod_V8xXmrlDUto85d,Mon Petit Crispy Kiss 海鮮味貓咪小食 30g｜Mon Petit Crispy Kiss Seafood Flavour Cat Treats 30g,price_1U8fcKRyM6dRKLtZsJdoHEu4,price_1U90VERyM6dRKLtZvWBCXYd9,29.90,28.90,13.9000,True,verified,
MH-CAT-MONP-001,prod_V8xXn4fyGQ2Iwg,Mon Petit Crispy Kiss 鰹魚及小魚高湯味貓咪小食 30g｜Mon Petit Crispy Kiss Bonito and Small Fish Broth Cat Treats 30g,price_1U8fcPRyM6dRKLtZkmzKQFaa,price_1U90VFRyM6dRKLtZjOr4bhLh,29.90,28.90,13.9000,True,verified,
MH-CAT-SNR-025,prod_V8xXuAW047ti4v,AIM30 室內成貓 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Chicken Flavour 600g,price_1U8fc3RyM6dRKLtZ8kbEZQmk,price_1U90VGRyM6dRKLtZ2S5lj3VA,356.90,344.90,168.0000,True,verified,
MH-CAT-SNR-027,prod_V8xXwAmye0eVa6,AIM30 室內成貓 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Kidney Health Care Chicken Flavour 600g,price_1U8fc5RyM6dRKLtZ1foJPEVT,price_1U90VHRyM6dRKLtZokzJj0Oh,222.90,215.90,105.0000,True,verified,
MH-CAT-SNR-031,prod_V8xXwQzwhjo93R,AIM30 室內高齡貓 15 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Chicken Flavour 600g,price_1U8fc9RyM6dRKLtZcSJjz0IP,price_1U90VIRyM6dRKLtZ2lmrawZI,356.90,344.90,168.0000,True,verified,
MH-CAT-SNR-028,prod_V8xXxYtzIJ6S93,AIM30 室內已絕育成貓 雞肉味乾糧 1.2kg｜AIM30 Indoor Spayed and Neutered Adult Cat Food Chicken Flavour 1.2kg,price_1U8fcCRyM6dRKLtZhVXn5d9C,price_1U90VJRyM6dRKLtZLFxld1Mk,417.90,404.90,197.0000,True,verified,
MH-CAT-CIAO-019,prod_V90y14gfPJNkP3,CIAO｜11歲以上鰹魚白肉貓罐頭｜單罐,price_1U8iwpRyM6dRKLtZc7uPsPIp,price_1U90VKRyM6dRKLtZCTgrpp2Y,33.90,32.90,15.8000,True,verified,
MH-CAT-CIAO-022,prod_V90yC8a54bE0EL,CIAO｜14歲以上鰹魚柴魚片貓罐頭｜單罐,price_1U8iwsRyM6dRKLtZ9WdAiJhl,price_1U90VLRyM6dRKLtZHECimDDB,33.90,32.90,15.8000,True,verified,
MH-CAT-CIAO-027,prod_V90yCfcKRyo9ou,Inaba かつまぐろ｜多口味隨機混拼貓罐頭｜85g × 6罐,price_1U8iwyRyM6dRKLtZS9C8A5Eu,price_1U90VLRyM6dRKLtZENtMthNq,62.90,60.90,29.4200,True,verified,
MH-CAT-CIAO-008,prod_V90yGkxpp9OU57,CIAO とろみ｜奶油濃湯雞肉鰹魚柴魚片貓罐頭｜單罐,price_1U8iwdRyM6dRKLtZ7nW4lVOy,price_1U90VMRyM6dRKLtZ33Q7muU6,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-006,prod_V90yH5bCkLyGYU,CIAO とろみ｜下泌尿道配慮雞肉鮪魚扇貝濃湯貓罐頭｜單罐,price_1U8iwaRyM6dRKLtZbm2N3cUU,price_1U90VNRyM6dRKLtZK5AI2hOI,25.90,24.90,11.8000,True,verified,
MH-CAT-CIAO-010,prod_V90yHSNJqbGEZF,CIAO とろみ｜14歲以上鮪魚扇貝奶油濃湯貓罐頭｜單罐,price_1U8iwfRyM6dRKLtZujEk5TUK,price_1U90VORyM6dRKLtZd3IS030U,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-002,prod_V90yHw6lb8trQi,CIAO とろみ｜鰹魚高湯雞肉鮪魚蟹柳濃湯貓罐頭｜單罐,price_1U8iwVRyM6dRKLtZBxhHTGze,price_1U90VPRyM6dRKLtZuzjUUDVQ,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-007,prod_V90yJbWqkU76Xa,CIAO とろみ｜奶油濃湯雞肉鮪魚蟹柳貓罐頭｜單罐,price_1U8iwbRyM6dRKLtZl7K9ejmQ,price_1U90VQRyM6dRKLtZqQl036Bq,25.90,24.90,11.8000,True,verified,
MH-CAT-CIAO-001,prod_V90yLm2ySqOvLR,CIAO とろみ｜鮪魚魷魚濃湯貓罐頭｜單罐,price_1U8iwURyM6dRKLtZvEEuMvIT,price_1U90VRRyM6dRKLtZFYXH9cyn,25.90,24.90,11.8000,True,verified,
MH-CAT-CIAO-020,prod_V90yRB01IgVrDV,CIAO｜11歲以上鮪魚白肉貓罐頭｜單罐,price_1U8iwqRyM6dRKLtZTZ0TAzAG,price_1U90VSRyM6dRKLtZz1M90pfE,33.90,32.90,15.8000,True,verified,
MH-CAT-CIAO-004,prod_V90ygMTkWiOVNg,CIAO とろみ｜烤鰹魚雞肉柴魚片濃湯貓罐頭｜單罐,price_1U8iwYRyM6dRKLtZYbdZDFYL,price_1U90VTRyM6dRKLtZliouKIMN,25.90,24.90,11.8000,True,verified,
MH-CAT-CIAO-009,prod_V90yhouIdri4Ou,CIAO とろみ｜11歲以上鮪魚扇貝奶油濃湯貓罐頭｜單罐,price_1U8iweRyM6dRKLtZOPT6WHop,price_1U90VURyM6dRKLtZu5D2r6NG,25.90,24.90,11.8000,True,verified,
MH-CAT-CIAO-014,prod_V90yisznvIVXlp,CIAO｜烤鰹魚鮪魚雞肉貓罐頭｜單罐,price_1U8iwjRyM6dRKLtZL7hePLZM,price_1U90VVRyM6dRKLtZ66UbXymb,33.90,32.90,15.8000,True,verified,
MH-CAT-CIAO-015,prod_V90ynvqu5ntnjO,CIAO｜雞肉扇貝柱貓罐頭｜單罐,price_1U8iwkRyM6dRKLtZLKkQOBAC,price_1U90VWRyM6dRKLtZDnKb0U4T,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-013,prod_V90ynw7GK161mE,CIAO｜鰹魚柴魚片貓罐頭｜單罐,price_1U8iwiRyM6dRKLtZDni4Rrvo,price_1U90VXRyM6dRKLtZBITrxe2x,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-021,prod_V90yoyex98iTAW,CIAO｜14歲以上鮪魚白肉小銀魚貓罐頭｜單罐,price_1U8iwrRyM6dRKLtZ3rlOZMIV,price_1U90VYRyM6dRKLtZfSre5KHV,33.90,32.90,15.8000,True,verified,
MH-CAT-CIAO-017,prod_V90yqFB6WTazQ9,CIAO｜雞肉蟹柳貓罐頭｜單罐,price_1U8iwmRyM6dRKLtZY9nLDMUK,price_1U90VZRyM6dRKLtZMpko1E4s,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-012,prod_V90yrU6QwJj9H4,CIAO｜雞肉甜蝦小銀魚貓罐頭｜單罐,price_1U8iwhRyM6dRKLtZedeY1D6y,price_1U90VaRyM6dRKLtZUgLoMWES,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-016,prod_V90ytLadcfCm8a,CIAO｜雞肉蟹柳柴魚片貓罐頭｜單罐,price_1U8iwlRyM6dRKLtZUPCtyfo0,price_1U90VbRyM6dRKLtZXUOkZaeJ,29.90,28.90,13.8000,True,verified,
MH-CAT-CIAO-011,prod_V90yxohDmOksl3,CIAO｜雞肉烤鰹魚柴魚片貓罐頭｜單罐,price_1U8iwgRyM6dRKLtZWmshq8Qw,price_1U90VcRyM6dRKLtZHWkOBIIX,27.90,26.90,12.8000,True,verified,
MH-CAT-CIAO-018,prod_V90yyLLKXQRQey,CIAO｜鮪魚白肉扇貝柱貓罐頭｜單罐,price_1U8iwoRyM6dRKLtZP8VcS1tu,price_1U90VdRyM6dRKLtZnxqOGUlV,27.90,26.90,12.8000,True,verified,
