product_id,mofu_sku,product_name,source_price_id,replacement_price_id,old_hkd,new_hkd,pricing_input_kind,source_inactive,replacement_active,default_price_correct,price_amount_correct,verified
prod_V8ZpDXl9RWMDbc,MH-DOG-IRIS-003,雞肉口味罐頭（Chicken）,price_1U8VhYRyM6dRKLtZGsnu90Cl,price_1U91ueRyM6dRKLtZEUzLG2wv,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZoNtJinLFNNG,MH-DOG-IRIS-004,新款 2個口味拼罐頭（New 2-Flavor Mix）,price_1U8Vh4RyM6dRKLtZAatzUjjE,price_1U91ujRyM6dRKLtZkc9AN38t,198.90,199.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZoNtJinLFNNG,MH-DOG-IRIS-004,新款 2個口味拼罐頭（New 2-Flavor Mix）,price_1U8Vh2RyM6dRKLtZ0lZlFrKf,price_1U91ukRyM6dRKLtZDGjpvD8b,108.90,109.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZoNtJinLFNNG,MH-DOG-IRIS-004,新款 2個口味拼罐頭（New 2-Flavor Mix）,price_1U8Vh1RyM6dRKLtZ2pb9imkA,price_1U91ulRyM6dRKLtZEBtAJZCX,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZoJ2fwrBOiHL,MH-DOG-IRIS-005,新款牛肉米飯罐頭（New Beef & Rice）,price_1U8Vh7RyM6dRKLtZJXZ94rLD,price_1U91umRyM6dRKLtZF4bFf505,98.90,99.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZoJ2fwrBOiHL,MH-DOG-IRIS-005,新款牛肉米飯罐頭（New Beef & Rice）,price_1U8Vh8RyM6dRKLtZHSPJQw7B,price_1U91umRyM6dRKLtZZ6Bp2sqT,188.90,189.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZoJ2fwrBOiHL,MH-DOG-IRIS-005,新款牛肉米飯罐頭（New Beef & Rice）,price_1U8Vh5RyM6dRKLtZbYoXHN33,price_1U91unRyM6dRKLtZ71tl6SBA,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZorEO6daplRl,MH-DOG-IRIS-006,新款牛肉蔬菜罐頭（New Beef & Vegetables）,price_1U8VhBRyM6dRKLtZULSmUBud,price_1U91uoRyM6dRKLtZ4AV2DvUV,98.90,99.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZorEO6daplRl,MH-DOG-IRIS-006,新款牛肉蔬菜罐頭（New Beef & Vegetables）,price_1U8VhCRyM6dRKLtZbmo2rOZf,price_1U91uoRyM6dRKLtZoMbTbHm9,188.90,189.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZorEO6daplRl,MH-DOG-IRIS-006,新款牛肉蔬菜罐頭（New Beef & Vegetables）,price_1U8VhARyM6dRKLtZCksW5NjG,price_1U91upRyM6dRKLtZKBR18rK8,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZpWi2bc00Aty,MH-DOG-IRIS-007,白身魚口味罐頭（White Fish）,price_1U8VhNRyM6dRKLtZyBD2uK6n,price_1U91uaRyM6dRKLtZgq1ZdJ9I,188.90,189.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZpWi2bc00Aty,MH-DOG-IRIS-007,白身魚口味罐頭（White Fish）,price_1U8VhLRyM6dRKLtZCwjfhbdt,price_1U91ubRyM6dRKLtZ2js2MGbu,98.90,99.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8ZpWi2bc00Aty,MH-DOG-IRIS-007,白身魚口味罐頭（White Fish）,price_1U8VhKRyM6dRKLtZ1BP6Yc7u,price_1U91ucRyM6dRKLtZ4LOZNmq4,45.90,46.90,implied_cost_cny_baseline,True,True,True,True,True
prod_V8W0gp0Oink4Cg,MH-DOG-MCK-001,雞里脊 150g (犬用) (現貨 / 2027.11.11),price_1U8VhpRyM6dRKLtZBDNjC1P3,price_1U91uqRyM6dRKLtZPATuxk6g,257.90,258.90,implied_cost_cny_baseline,True,True,True,True,True
