csv_row,product_id,mofu_sku,product_name,source_csv_price_id,result_price_id,csv_cost_cny,stripe_cost_cny,csv_proposed_hkd,stripe_hkd,write_action,source_inactive_when_replaced,default_price_correct,implied_baseline_removed,verified
77,prod_V8vrCIoYlfznHf,MH-CAT-SNR-010,AIM30 Karitto Treats 酥脆貓咪零食 鰹魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Bonito Flavour 25g,price_1U8dzgRyM6dRKLtZTCmIF0v5,price_1U92ceRyM6dRKLtZ9rlPF5fQ,19.8,19.8,42.9,42.90,replacement_price_created,True,True,True,True
78,prod_V8vrEO4eoZSj2o,MH-CAT-SNR-011,AIM30 Karitto Treats 酥脆貓咪零食 芝士味 25g｜AIM30 Karitto Treats Crispy Cat Treats Cheese Flavour 25g,price_1U8dzVRyM6dRKLtZNWWJarJn,price_1U92cgRyM6dRKLtZZqvjv3EW,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
79,prod_V8vrkohKHcwdKL,MH-CAT-SNR-012,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 25g,price_1U8dzNRyM6dRKLtZwBGGo3H9,price_1U92chRyM6dRKLtZjZJb9N5w,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
80,prod_V8vrsKDQclIgy0,MH-CAT-SNR-013,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 80g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 80g,price_1U8dzwRyM6dRKLtZ7ujj8KaR,price_1U92cjRyM6dRKLtZWhChLaeS,56.0,56.0,119.9,119.90,replacement_price_created,True,True,True,True
81,prod_V8vq78vZ3hdOmK,MH-CAT-SNR-014,AIM30 Karitto Treats 酥脆貓咪零食 鮮魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Fish Flavour 25g,price_1U8dzLRyM6dRKLtZiNLM7My7,price_1U92clRyM6dRKLtZ1uMZrRwW,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
82,prod_V8vrYMEciXr909,MH-CAT-SNR-015,AIM30 Karitto Treats 酥脆貓咪零食 鮮魚味 80g｜AIM30 Karitto Treats Crispy Cat Treats Fish Flavour 80g,price_1U8dztRyM6dRKLtZ3WxywbNW,price_1U92cmRyM6dRKLtZPpewg1U9,56.0,56.0,119.9,119.90,replacement_price_created,True,True,True,True
83,prod_V8vrEgpUGj9fjI,MH-CAT-SNR-016,AIM30 Karitto Treats 酥脆貓咪零食 魚味四種綜合包 80g｜AIM30 Karitto Treats Crispy Cat Treats Four Fish Flavours Assortment 80g,price_1U8dzzRyM6dRKLtZyAr6CctM,price_1U92cnRyM6dRKLtZipXHwfwH,56.0,56.0,119.9,119.90,replacement_price_created,True,True,True,True
84,prod_V8vrEGzFHOkIGq,MH-CAT-SNR-017,AIM30 Karitto Treats 酥脆貓咪零食 毛球護理吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Hairball Care Tuna 25g,price_1U8dzlRyM6dRKLtZddHrurtA,price_1U92cpRyM6dRKLtZQSh9OR9M,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
85,prod_V8vr09YUCbk2x6,MH-CAT-SNR-018,AIM30 Karitto Treats 酥脆貓咪零食 乳酸菌吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna with Lactic Acid Bacteria 25g,price_1U8dzoRyM6dRKLtZuW3r2eij,price_1U92cqRyM6dRKLtZ4ay2wadE,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
86,prod_V8vragc9O6bDre,MH-CAT-SNR-019,AIM30 Karitto Treats 酥脆貓咪零食 金槍魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna Flavour 25g,price_1U8dzdRyM6dRKLtZmYLY5TKe,price_1U92csRyM6dRKLtZ2eSEm4Tl,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
87,prod_V8vr3X8ZjnY554,MH-CAT-SNR-020,AIM30 Karitto Treats 酥脆貓咪零食 三文魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Salmon Flavour 25g,price_1U8dzQRyM6dRKLtZJ5Dc0Gve,price_1U92ctRyM6dRKLtZILliTNuV,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
88,prod_V8vrqp1avymNZ9,MH-CAT-SNR-021,AIM30 Karitto Treats 酥脆貓咪零食 海鮮味 25g｜AIM30 Karitto Treats Crispy Cat Treats Seafood Flavour 25g,price_1U8dzTRyM6dRKLtZAzLsio4t,price_1U92cvRyM6dRKLtZ0wuyoY4i,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
89,prod_V8vrJdunHu4yQD,MH-CAT-SNR-022,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及蟹肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna & Crab Flavour 25g,price_1U8dziRyM6dRKLtZ8ixLg9g3,price_1U92cwRyM6dRKLtZQNotFV64,14.4,14.4,30.9,30.90,replacement_price_created,True,True,True,True
90,prod_V8vr8q8jdO6wNr,MH-CAT-SNR-023,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna Flavour 25g,price_1U8dzaRyM6dRKLtZjQNjilZt,price_1U92cyRyM6dRKLtZAjBUMtHk,19.8,19.8,42.9,42.90,replacement_price_created,True,True,True,True
91,prod_V8vro3NAxi0isd,MH-CAT-SNR-024,AIM30 貓咪吞拿魚片 30g｜AIM30 Cat Tuna Slices 30g,price_1U8e07RyM6dRKLtZMgv8TuPi,price_1U92czRyM6dRKLtZmbozTWZa,19.8,19.8,42.9,42.90,replacement_price_created,True,True,True,True
92,prod_V8xXuAW047ti4v,MH-CAT-SNR-025,AIM30 室內成貓 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Chicken Flavour 600g,price_1U8fc3RyM6dRKLtZ8kbEZQmk,price_1U92d0RyM6dRKLtZdERJh6Vk,168.0,168.0,356.9,356.90,replacement_price_created,True,True,True,True
93,prod_V8xXIokF7G9Er0,MH-CAT-SNR-026,AIM30 室內成貓 鮮魚味乾糧 600g｜AIM30 Indoor Adult Cat Food Fish Flavour 600g,price_1U8fc4RyM6dRKLtZnmbBZ59U,price_1U92d2RyM6dRKLtZLmwY2w0c,168.0,168.0,356.9,356.90,replacement_price_created,True,True,True,True
94,prod_V8xXwAmye0eVa6,MH-CAT-SNR-027,AIM30 室內成貓 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Kidney Health Care Chicken Flavour 600g,price_1U8fc5RyM6dRKLtZ1foJPEVT,price_1U92d3RyM6dRKLtZfO6JFKLA,105.0,105.0,223.9,223.90,replacement_price_created,True,True,True,True
95,prod_V8xXxYtzIJ6S93,MH-CAT-SNR-028,AIM30 室內已絕育成貓 雞肉味乾糧 1.2kg｜AIM30 Indoor Spayed and Neutered Adult Cat Food Chicken Flavour 1.2kg,price_1U8fcCRyM6dRKLtZhVXn5d9C,price_1U92d5RyM6dRKLtZWl7zAy7w,197.0,197.0,418.9,418.90,replacement_price_created,True,True,True,True
96,prod_V8xXaZ0jwFhqkT,MH-CAT-SNR-029,AIM30 室內高齡貓 11 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Chicken Flavour 600g,price_1U8fc2RyM6dRKLtZ3lk0Ei43,price_1U92d6RyM6dRKLtZjm8T3KGh,168.0,168.0,356.9,356.90,replacement_price_created,True,True,True,True
97,prod_V8xXMTWORpMyun,MH-CAT-SNR-030,AIM30 室內高齡貓 11 歲以上 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Fish Flavour 600g,price_1U8fcBRyM6dRKLtZpuYulJ4J,price_1U92d8RyM6dRKLtZQMmxhTVN,168.0,168.0,356.9,356.90,replacement_price_created,True,True,True,True
98,prod_V8xXwQzwhjo93R,MH-CAT-SNR-031,AIM30 室內高齡貓 15 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Chicken Flavour 600g,price_1U8fc9RyM6dRKLtZcSJjz0IP,price_1U92d9RyM6dRKLtZO5d8WYG2,168.0,168.0,356.9,356.90,replacement_price_created,True,True,True,True
99,prod_V8xXT4XG39RY4o,MH-CAT-SNR-032,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Fish Flavour 600g,price_1U8fc8RyM6dRKLtZkNh900Ke,price_1U92dBRyM6dRKLtZYUWcmvHM,168.0,168.0,356.9,356.90,replacement_price_created,True,True,True,True
100,prod_V8xXTyAkIg3YGz,MH-CAT-SNR-033,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Chicken Flavour 600g,price_1U8fc6RyM6dRKLtZ8UU70tzG,price_1U92dCRyM6dRKLtZPsnQyZOO,168.0,168.0,356.9,356.90,replacement_price_created,True,True,True,True
101,prod_V8uIO7LzUQjeCT,MH-CAT-UCM-001,Unicharm Deotoilet 消臭抗菌沸石貓砂 清新庭院香 3.8L｜Unicharm Deotoilet Deodorising Antibacterial Zeolite Cat Litter Natural Green 3.8L,price_1U8cU0RyM6dRKLtZ8uu3Ejr3,price_1U92dDRyM6dRKLtZicS662AB,43.0,43.0,91.9,91.90,replacement_price_created,True,True,True,True
102,prod_V8sFjjO8IgpPvO,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,price_1U8aVNRyM6dRKLtZ7S60votS,price_1U92dFRyM6dRKLtZZLH2D9qF,6.74,6.74,14.9,14.90,replacement_price_created,True,True,True,True
103,prod_V8sFjjO8IgpPvO,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,price_1U8aVNRyM6dRKLtZqwr4DE1J,price_1U92dGRyM6dRKLtZZafsQ0aX,12.9,12.9,27.9,27.90,replacement_price_created,True,True,True,True
104,prod_V8sFjjO8IgpPvO,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,price_1U8aVORyM6dRKLtZ8BiiBL40,price_1U92dIRyM6dRKLtZC33pAKKz,32.9,32.9,69.9,69.90,replacement_price_created,True,True,True,True
105,prod_V8sFjjO8IgpPvO,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,price_1U8aVORyM6dRKLtZIb6ivl1D,price_1U92dJRyM6dRKLtZfen7ZKzn,36.7,36.7,78.9,78.90,replacement_price_created,True,True,True,True
106,prod_V8sFjjO8IgpPvO,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,price_1U8aVORyM6dRKLtZyvltXD1x,price_1U92dKRyM6dRKLtZV1YXpEW3,32.9,32.9,69.9,69.90,replacement_price_created,True,True,True,True
107,prod_V8szJB1xzy0Hkm,MH-LIF-GEN-001,藍貓圖案斜口高腳陶瓷食盤 M｜Blue Cat Pattern Raised Slanted Ceramic Bowl M,price_1U8bDuRyM6dRKLtZLWNMemMt,price_1U92dLRyM6dRKLtZ2f7ZTljS,30.95,30.95,65.9,65.90,replacement_price_created,True,True,True,True
108,prod_V8szxN4qvZQyrJ,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,price_1U8bDrRyM6dRKLtZ4BGKfDgq,price_1U92dNRyM6dRKLtZ7qbOapPj,25.5,25.5,54.9,54.90,replacement_price_created,True,True,True,True
109,prod_V8szxN4qvZQyrJ,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,price_1U8bDrRyM6dRKLtZFJenWOBn,price_1U92dORyM6dRKLtZbeqCNpsb,25.5,25.5,54.9,54.90,replacement_price_created,True,True,True,True
110,prod_V8szxN4qvZQyrJ,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,price_1U8bDrRyM6dRKLtZvZK2osMh,price_1U92dPRyM6dRKLtZFMyHGFKW,25.5,25.5,54.9,54.90,replacement_price_created,True,True,True,True
111,prod_V8szxN4qvZQyrJ,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,price_1U8bDsRyM6dRKLtZjeQdGEbD,price_1U92dQRyM6dRKLtZjgBAqSzt,25.5,25.5,54.9,54.90,replacement_price_created,True,True,True,True
112,prod_V8t03LiP3rgoHN,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,price_1U8bE3RyM6dRKLtZ2dyFDhQx,price_1U92dRRyM6dRKLtZQmvKDs8R,27.94,27.94,59.9,59.90,replacement_price_created,True,True,True,True
113,prod_V8t03LiP3rgoHN,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,price_1U8bE3RyM6dRKLtZ6NUu82ih,price_1U92dTRyM6dRKLtZqFfRycYk,27.94,27.94,59.9,59.90,replacement_price_created,True,True,True,True
114,prod_V8t03LiP3rgoHN,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,price_1U8bE3RyM6dRKLtZoo1SG8fs,price_1U92dURyM6dRKLtZ2CCTIv9d,27.94,27.94,59.9,59.90,replacement_price_created,True,True,True,True
115,prod_V8szss31Rm8tiJ,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,price_1U8bDzRyM6dRKLtZ4X3eofhW,price_1U92dVRyM6dRKLtZDYHV9K1L,18.34,18.34,39.9,39.90,replacement_price_created,True,True,True,True
116,prod_V8szss31Rm8tiJ,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,price_1U8bE0RyM6dRKLtZEhY45gCA,price_1U92dXRyM6dRKLtZ14K7JlnG,18.34,18.34,39.9,39.90,replacement_price_created,True,True,True,True
117,prod_V8szss31Rm8tiJ,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,price_1U8bE0RyM6dRKLtZMRGdUPd6,price_1U92dYRyM6dRKLtZJLSh6MXi,18.34,18.34,39.9,39.90,replacement_price_created,True,True,True,True
118,prod_V8t0eKeqlC0GzI,MH-LIF-GEN-005,深藍貓臉高腳陶瓷食盤 M｜Navy Cat Face Raised Ceramic Bowl M,price_1U8bE6RyM6dRKLtZKBGrzFqk,price_1U92dZRyM6dRKLtZKbrQLfP4,21.9,21.9,46.9,46.90,replacement_price_created,True,True,True,True
119,prod_V8szzgASg2ZnbO,MH-LIF-GEN-006,白貓海浪紋斜口高腳陶瓷食盤 M｜White Cat Wave Pattern Raised Slanted Ceramic Bowl M,price_1U8bDxRyM6dRKLtZBY1GwTXp,price_1U92daRyM6dRKLtZv4YTAM0p,27.94,27.94,59.9,59.90,replacement_price_created,True,True,True,True
120,prod_V8uIOVwsFqgPTV,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,price_1U8cU3RyM6dRKLtZBkHsqyun,price_1U92dcRyM6dRKLtZXuj6xFow,96.0,96.0,203.9,203.90,replacement_price_created,True,True,True,True
121,prod_V8uIOVwsFqgPTV,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,price_1U8cU3RyM6dRKLtZTKnfNwxt,price_1U92ddRyM6dRKLtZd3ZiaYxM,96.0,96.0,203.9,203.90,replacement_price_created,True,True,True,True
122,prod_V8uIOVwsFqgPTV,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,price_1U8cU3RyM6dRKLtZYlkAeABl,price_1U92deRyM6dRKLtZnha0FVzX,96.0,96.0,203.9,203.90,replacement_price_created,True,True,True,True
