mofu_sku,product_name,product_id,mofu_import_key,mofu_import_source,supplier_sku,local_match_type,local_source_files,local_cost_fields_and_values,local_pricing_rules
MH-DOG-COMBO-017,COMBO 低脂 7歲以上狗狗乾糧 720g｜COMBO Low-Fat Senior Dry Dog Food 720g,prod_V8kNg5nRdCoND1,combo-dogfood-720g-2026::combo-dogfood-720g-low-fat-senior-chicken-vegetables,user-confirmed-combo-dogfood-5,COMBO-DOG-720-05,supplier_sku,combo_dogfood_5_import_mapping.json,"[{""field"":""source_cost_cny"",""cny"":""114""}]",[]
MH-DOG-DBF-001,d.b.f 雞肉軟骨｜d.b.f Chicken Breast & Cartilage Dog Can 85g,prod_V8e1g0toA5TEk7,dbf-dog-cans-2026::dbf-01,dbf_dog_cans_23_items(1).xlsx,DBF-01,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-002,d.b.f 雞胸肉&奶酪｜d.b.f Chicken Breast & Cheese Dog Can 85g,prod_V8e1ExxiCmg67D,dbf-dog-cans-2026::dbf-02,dbf_dog_cans_23_items(1).xlsx,DBF-02,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-003,d.b.f 雞胸肉濃湯｜d.b.f Chicken Breast in Soup Dog Can 85g,prod_V8e1MyE7x9BZDl,dbf-dog-cans-2026::dbf-03,dbf_dog_cans_23_items(1).xlsx,DBF-03,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-004,d.b.f 雞肉&芝士｜d.b.f Chicken & Cheese Adult Dog Can 85g,prod_V8e1qzONSyt8ru,dbf-dog-cans-2026::dbf-04,dbf_dog_cans_23_items(1).xlsx,DBF-04,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-005,d.b.f 雞肉&蔬菜｜d.b.f Chicken & Vegetables Adult Dog Can 85g,prod_V8e1XhfhroMZtV,dbf-dog-cans-2026::dbf-05,dbf_dog_cans_23_items(1).xlsx,DBF-05,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-006,d.b.f 牛肉&軟骨｜d.b.f Beef & Cartilage Dog Can 85g,prod_V8e1nNRuozpeTU,dbf-dog-cans-2026::dbf-06,dbf_dog_cans_23_items(1).xlsx,DBF-06,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-007,d.b.f 牛肉糜｜d.b.f Beef Mince Dog Can 65g,prod_V8e1Jgdnr9v8HM,dbf-dog-cans-2026::dbf-07,dbf_dog_cans_23_items(1).xlsx,DBF-07,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-008,d.b.f 雞肉&紅薯小粒｜d.b.f Chicken & Sweet Potato Adult Dog Can 85g,prod_V8e143elQIOfMM,dbf-dog-cans-2026::dbf-08,dbf_dog_cans_23_items(1).xlsx,DBF-08,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-009,d.b.f 雞肉雞胗濃湯｜d.b.f Chicken Breast & Gizzard Soup Dog Can 85g,prod_V8e1Y4NZgoH3mG,dbf-dog-cans-2026::dbf-09,dbf_dog_cans_23_items(1).xlsx,DBF-09,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-010,d.b.f 雞肉糜｜d.b.f Chicken Mince Dog Can 65g,prod_V8e1qdj8efQTs9,dbf-dog-cans-2026::dbf-10,dbf_dog_cans_23_items(1).xlsx,DBF-10,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-011,d.b.f 成犬之食事 雞肉軟骨｜d.b.f Adult Dog Meal Chicken & Cartilage 85g,prod_V8e1EgYIqCWkcb,dbf-dog-cans-2026::dbf-11,dbf_dog_cans_23_items(1).xlsx,DBF-11,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-012,d.b.f 成犬之食事 雞肉紅薯｜d.b.f Adult Dog Meal Chicken & Sweet Potato 85g,prod_V8e2wynYC6XsBo,dbf-dog-cans-2026::dbf-12,dbf_dog_cans_23_items(1).xlsx,DBF-12,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-013,d.b.f 成犬之食事 雞肉蔬菜｜d.b.f Adult Dog Meal Chicken & Vegetables 85g,prod_V8e2eck5fdwDtP,dbf-dog-cans-2026::dbf-13,dbf_dog_cans_23_items(1).xlsx,DBF-13,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-014,d.b.f 高齡犬之食事 雞肉紅薯 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Sweet Potato 85g,prod_V8e2hvyqfhk59B,dbf-dog-cans-2026::dbf-14,dbf_dog_cans_23_items(1).xlsx,DBF-14,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-015,d.b.f 牛肉紅薯｜d.b.f Beef & Sweet Potato Dog Can 85g,prod_V8e2hyOUdfOwnM,dbf-dog-cans-2026::dbf-15,dbf_dog_cans_23_items(1).xlsx,DBF-15,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-016,d.b.f 高齡犬之食事 雞肉 (7歲及以上)｜d.b.f Senior Dog Meal Chicken 85g,prod_V8e22XlcOMIRus,dbf-dog-cans-2026::dbf-16,dbf_dog_cans_23_items(1).xlsx,DBF-16,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-017,d.b.f 高齡犬之食事 雞肉蔬菜 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Vegetables 85g,prod_V8e2oW8u6WCtg5,dbf-dog-cans-2026::dbf-17,dbf_dog_cans_23_items(1).xlsx,DBF-17,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-018,d.b.f 成犬之食事 雞肉｜d.b.f Adult Dog Meal Chicken 85g,prod_V8e2MnRWL8I3ON,dbf-dog-cans-2026::dbf-18,dbf_dog_cans_23_items(1).xlsx,DBF-18,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-019,d.b.f 牛肉奶酪｜d.b.f Beef & Cheese Dog Can 85g,prod_V8e2EKKmnHUR8w,dbf-dog-cans-2026::dbf-19,dbf_dog_cans_23_items(1).xlsx,DBF-19,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-020,d.b.f 高齡犬之食事 雞肉軟骨 (7歲及以上)｜d.b.f Senior Dog Meal Chicken & Cartilage 85g,prod_V8e2NVxYYDt7TI,dbf-dog-cans-2026::dbf-20,dbf_dog_cans_23_items(1).xlsx,DBF-20,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-021,d.b.f 雞胸肉糜 (脂肪含量更少 0.5% 以上)｜d.b.f Chicken Breast Mince Low-fat Dog Can 65g,prod_V8e2HgqFtfTeZ3,dbf-dog-cans-2026::dbf-21,dbf_dog_cans_23_items(1).xlsx,DBF-21,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-022,d.b.f 雞肉&雞胸肉糜蔬菜｜d.b.f Chicken & Chicken Breast Mince with Vegetables 150g,prod_V8e2yXi5ewIEg5,dbf-dog-cans-2026::dbf-22,dbf_dog_cans_23_items(1).xlsx,DBF-22,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DBF-023,d.b.f 雞肉&雞胸肉糜紅薯｜d.b.f Chicken & Chicken Breast Mince with Sweet Potato 150g,prod_V8e2NpxQsXvHOA,dbf-dog-cans-2026::dbf-23,dbf_dog_cans_23_items(1).xlsx,DBF-23,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DGM-001,DoggyMan 爆漿夾心卷（雞肝）｜DoggyMan Creamy Chicken Liver Roll Treats,prod_V8cru9Bp0V6puG,snack-order-2026::doggyman-creamy-chicken-liver-roll-treats,MofuHaven_Order_For_Boss.md,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-DGM-002,DoggyMan 爆漿夾心卷（雞肉）｜DoggyMan Creamy Chicken Roll Treats,prod_V8cr46ftMdO2E3,snack-order-2026::doggyman-creamy-chicken-roll-treats,MofuHaven_Order_For_Boss.md,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-IRIS-001,牛肉口味罐頭（Beef）,prod_V8Zo9dzijaQ39p,onecared-can::beef,MofuHaven_7_Flavors_Tiered_Pricing.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-IRIS-002,雞肝口味罐頭（Chicken Liver）,prod_V8ZodBXbffvz6o,onecared-can::chicken-liver,MofuHaven_7_Flavors_Tiered_Pricing.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-IRIS-003,雞肉口味罐頭（Chicken）,prod_V8ZpDXl9RWMDbc,onecared-can::chicken,MofuHaven_7_Flavors_Tiered_Pricing.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-IRIS-004,新款 2個口味拼罐頭（New 2-Flavor Mix）,prod_V8ZoNtJinLFNNG,onecared-can::new-2-flavor-mix,MofuHaven_7_Flavors_Tiered_Pricing.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-IRIS-005,新款牛肉米飯罐頭（New Beef & Rice）,prod_V8ZoJ2fwrBOiHL,onecared-can::new-beef-and-rice,MofuHaven_7_Flavors_Tiered_Pricing.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-IRIS-006,新款牛肉蔬菜罐頭（New Beef & Vegetables）,prod_V8ZorEO6daplRl,onecared-can::new-beef-and-vegetables,MofuHaven_7_Flavors_Tiered_Pricing.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-IRIS-007,白身魚口味罐頭（White Fish）,prod_V8ZpWi2bc00Aty,onecared-can::white-fish,MofuHaven_7_Flavors_Tiered_Pricing.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-MCK-001,雞里脊 150g (犬用) (現貨 / 2027.11.11),prod_V8W0gp0Oink4Cg,雞里脊 150g (犬用) (現貨 / 2027.11.11),pet_products_clean_retail_only.csv,,not_found_in_local_cny_cost_mappings,,[],[]
MH-DOG-PTL-001,"PETLINE 盛宴時光 雞胸肉蔬菜牛肉風味果凍包 25g×4｜PETLINE Gochisou Time Chicken Breast, Vegetable & Beef-Style Jelly Pouches 25g×4",prod_V8lAPSEzKs8rpv,batch24-2026::b24-01,batch24_product_mapping.json,B24-01,supplier_sku,batch24_import_mapping.json;batch24_product_mapping.json;batch24_stripe_manifest.json,"[{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""}]",[]
MH-DOG-PTL-002,PETLINE 盛宴時光 雞胸肉芝士果凍包 25g×4｜PETLINE Gochisou Time Chicken Breast & Cheese Jelly Pouches 25g×4,prod_V8lAt5mJJ5YOb7,batch24-2026::b24-02,batch24_product_mapping.json,B24-02,supplier_sku,batch24_import_mapping.json;batch24_product_mapping.json;batch24_stripe_manifest.json,"[{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""}]",[]
MH-DOG-PTL-003,PETLINE 盛宴時光 雞胸肉牛奶燉芝士包 25g×4｜PETLINE Gochisou Time Chicken Breast Milk-Stew with Cheese Pouches 25g×4,prod_V8lAXdhHafIDnG,batch24-2026::b24-03,batch24_product_mapping.json,B24-03,supplier_sku,batch24_import_mapping.json;batch24_product_mapping.json;batch24_stripe_manifest.json,"[{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""}]",[]
MH-DOG-PTL-004,PETLINE 盛宴時光 雞肉泥牛奶果凍芝士包 25g×4｜PETLINE Gochisou Time Chicken Paste Milk Jelly with Cheese Pouches 25g×4,prod_V8lAMmluHgtE1f,batch24-2026::b24-04,batch24_product_mapping.json,B24-04,supplier_sku,batch24_import_mapping.json;batch24_product_mapping.json;batch24_stripe_manifest.json,"[{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""},{""field"":""source_cost_cny"",""cny"":""19.7""}]",[]
