product_id,price_id,is_default_price,variant_mode,variant_label_zh,mofu_sku,product_name,brand,category,current_hkd,cost_cny,target_product_margin,stored_cny_to_hkd,latest_cny_to_hkd,fx_change_percent,rounding_rule,pricing_ship_to_hk_hkd,retail_pricing_rule,unrounded_proposed_hkd,proposed_hkd,price_change_hkd,price_change_percent,current_margin_at_latest_fx,proposed_margin_at_latest_fx,would_change_without_guard,passes_potential_fx_trigger_0_5_percent,within_potential_price_change_cap_5_percent,potential_review_guard_status
prod_V8xXRC7As2ra5W,price_1U8fcHRyM6dRKLtZ0WA7KbpT,true,single,肉類精選綜合包｜144g,MH-CAT-MONP-008,Mon Petit Crispy Kiss 肉類精選綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Meat Selection Variety Pack Cat Treats 144g,Purina Mon Petit,cats,127.90,59.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",127.1840,127.90,0.00,0.0000,0.4531,0.4531,False,False,True,no_price_change
prod_V8xXMB8UApWAYP,price_1U8fcQRyM6dRKLtZAt0dJH05,true,single,三文魚、鰹魚及小魚味｜30g,MH-CAT-MONP-009,"Mon Petit Crispy Kiss 三文魚、鰹魚及小魚味貓咪小食 30g｜Mon Petit Crispy Kiss Salmon, Bonito and Small Fish Cat Treats 30g",Purina Mon Petit,cats,29.90,13.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",29.5135,29.90,0.00,0.0000,0.4571,0.4571,False,False,True,no_price_change
prod_V8xXmrlDUto85d,price_1U8fcKRyM6dRKLtZsJdoHEu4,true,single,海鮮味｜30g,MH-CAT-MONP-010,Mon Petit Crispy Kiss 海鮮味貓咪小食 30g｜Mon Petit Crispy Kiss Seafood Flavour Cat Treats 30g,Purina Mon Petit,cats,29.90,13.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",29.5135,29.90,0.00,0.0000,0.4571,0.4571,False,False,True,no_price_change
prod_V8xX3586zZhcZt,price_1U8fcMRyM6dRKLtZa6kX1FcS,true,single,海鮮、芝士及雞肉燒烤味綜合包｜144g,MH-CAT-MONP-011,"Mon Petit Crispy Kiss 海鮮、芝士及雞肉燒烤味綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Seafood, Cheese and Chicken Grill Variety Pack Cat Treats 144g",Purina Mon Petit,cats,127.90,59.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",127.1840,127.90,0.00,0.0000,0.4531,0.4531,False,False,True,no_price_change
prod_V8xXFw4xx3NEuP,price_1U8fcIRyM6dRKLtZhierJFH2,true,single,海鮮及雞肉綜合包｜144g,MH-CAT-MONP-012,Mon Petit Crispy Kiss 海鮮及雞肉綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Seafood and Chicken Variety Pack Cat Treats 144g,Purina Mon Petit,cats,127.90,59.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",127.1840,127.90,0.00,0.0000,0.4531,0.4531,False,False,True,no_price_change
prod_V8xXZsF0TMS5c8,price_1U8fcORyM6dRKLtZ1yMnnhEK,true,single,真鯛、鰹魚及小魚高湯味｜30g,MH-CAT-MONP-013,"Mon Petit Crispy Kiss 真鯛、鰹魚及小魚高湯味貓咪小食 30g｜Mon Petit Crispy Kiss Snapper, Skipjack Tuna and Small Fish Broth Cat Treats 30g",Purina Mon Petit,cats,29.90,13.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",29.5135,29.90,0.00,0.0000,0.4571,0.4571,False,False,True,no_price_change
prod_V8xXM2ONlpEcC3,price_1U8fcNRyM6dRKLtZWtmFsbjT,true,single,真鯛及海鮮綜合包｜144g,MH-CAT-MONP-014,Mon Petit Crispy Kiss 真鯛及海鮮綜合包貓咪小食 144g｜Mon Petit Crispy Kiss Snapper and Seafood Assortment Cat Treats 144g,Purina Mon Petit,cats,127.90,59.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",127.1840,127.90,0.00,0.0000,0.4531,0.4531,False,False,True,no_price_change
prod_V8uInkIOBbpTsp,price_1U8cU6RyM6dRKLtZIwFymbls,false,pack_size,2 包｜5.4kg,MH-CAT-PAMAX-001,PAMAX Miracle Series 生物酶除味貓砂 2.7kg｜PAMAX Miracle Series Enzyme Odour-Control Cat Litter 2.7kg,PAMAX,cats,190.90,90.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",191.0945,191.90,1.00,0.5238,0.4494,0.4523,True,False,True,hold_fx_change_below_0.5_percent
prod_V8uInkIOBbpTsp,price_1U8cU6RyM6dRKLtZuYsvr2FS,true,pack_size,1 包｜2.7kg,MH-CAT-PAMAX-001,PAMAX Miracle Series 生物酶除味貓砂 2.7kg｜PAMAX Miracle Series Enzyme Odour-Control Cat Litter 2.7kg,PAMAX,cats,97.90,46.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",97.6705,97.90,0.00,0.0000,0.4513,0.4513,False,False,True,no_price_change
prod_V8uInkIOBbpTsp,price_1U8cU7RyM6dRKLtZu7s2FINt,false,pack_size,6 包｜16.2kg,MH-CAT-PAMAX-001,PAMAX Miracle Series 生物酶除味貓砂 2.7kg｜PAMAX Miracle Series Enzyme Odour-Control Cat Litter 2.7kg,PAMAX,cats,472.90,223.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",473.4898,473.90,1.00,0.2115,0.4493,0.4505,True,False,True,hold_fx_change_below_0.5_percent
prod_V8uIPfhAKY5ONF,price_1U8cU9RyM6dRKLtZnyUTF5xl,true,single,7L｜原味無香,MH-CAT-SNP-001,SNAPPY 低粉塵膨潤土貓砂 原味無香 7L｜SNAPPY Low-Dust Bentonite Cat Litter Unscented 7L,SNAPPY,cats,96.90,45.4500,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",96.5027,96.90,0.00,0.0000,0.4523,0.4523,False,False,True,no_price_change
prod_V8vriJ8BqO90r3,price_1U8e01RyM6dRKLtZOgbpOPvb,true,single,12g,MH-CAT-SNR-001,AIM30 貓咪鰹魚削節 12g｜AIM30 Cat Bonito Flakes 12g,Sunrise AIM30,cats,42.90,19.8000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",42.0408,42.90,0.00,0.0000,0.4610,0.4610,False,False,True,no_price_change
prod_V8vrSwyPdcre4F,price_1U8e04RyM6dRKLtZkoQSmpqZ,true,single,25g,MH-CAT-SNR-002,AIM30 貓咪雞肉絲 25g｜AIM30 Cat Shredded Chicken Fillet 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrvYaxZ1cxLJ,price_1U8e0DRyM6dRKLtZ7D7Iai7O,true,single,日本包裝規格,MH-CAT-SNR-003,AIM30 Karitto Treats 酥脆貓咪零食 雞肉及蟹肉味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 雞肉及蟹肉味 25g,Sunrise AIM30,cats,50.90,23.8000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",50.5339,50.90,0.00,0.0000,0.4540,0.4540,False,False,True,no_price_change
prod_V8vrBdjzLlg7F7,price_1U8e0FRyM6dRKLtZE4JPj5uL,true,single,日本包裝規格,MH-CAT-SNR-004,AIM30 Karitto Treats 酥脆貓咪零食 雞肉及牛肉味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 雞肉及牛肉味 25g,Sunrise AIM30,cats,50.90,23.8000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",50.5339,50.90,0.00,0.0000,0.4540,0.4540,False,False,True,no_price_change
prod_V8vsqALfCDaZlZ,price_1U8e0IRyM6dRKLtZYfKTJ5RW,true,single,日本包裝規格,MH-CAT-SNR-005,AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g｜AIM30 Karitto Treats 酥脆貓咪零食 牧場美味四種綜合包 80g,Sunrise AIM30,cats,118.90,56.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",118.9033,119.90,1.00,0.8410,0.4500,0.4546,True,False,True,hold_fx_change_below_0.5_percent
prod_V8vs7g4SLaJWJ3,price_1U8e0LRyM6dRKLtZDV8NlhJy,true,single,日本包裝規格,MH-CAT-SNR-006,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及雞肉雙拼綜合包 80g｜AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及雞肉雙拼綜合包 80g,Sunrise AIM30,cats,118.90,56.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",118.9033,119.90,1.00,0.8410,0.4500,0.4546,True,False,True,hold_fx_change_below_0.5_percent
prod_V8vsohIxXgEVDb,price_1U8e0NRyM6dRKLtZOs14Trkd,true,single,日本包裝規格,MH-CAT-SNR-007,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及三文魚味 25g｜AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及三文魚味 25g,Sunrise AIM30,cats,118.90,56.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",118.9033,119.90,1.00,0.8410,0.4500,0.4546,True,False,True,hold_fx_change_below_0.5_percent
prod_V8vrxdYkx6Hq9O,price_1U8dzrRyM6dRKLtZSyj8L3go,true,single,綜合營養｜吞拿魚味,MH-CAT-SNR-008,AIM30 Karitto Treats 酥脆貓咪零食 綜合營養吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Balanced Nutrition Tuna 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrVGdqH472WR,price_1U8dzYRyM6dRKLtZ80e1VIfP,true,single,牛肉味,MH-CAT-SNR-009,AIM30 Karitto Treats 酥脆貓咪零食 牛肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Beef Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrCIoYlfznHf,price_1U8dzgRyM6dRKLtZTCmIF0v5,true,single,鰹魚味,MH-CAT-SNR-010,AIM30 Karitto Treats 酥脆貓咪零食 鰹魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Bonito Flavour 25g,Sunrise AIM30,cats,42.90,19.8000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",42.0408,42.90,0.00,0.0000,0.4610,0.4610,False,False,True,no_price_change
prod_V8vrEO4eoZSj2o,price_1U8dzVRyM6dRKLtZNWWJarJn,true,single,芝士味,MH-CAT-SNR-011,AIM30 Karitto Treats 酥脆貓咪零食 芝士味 25g｜AIM30 Karitto Treats Crispy Cat Treats Cheese Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrkohKHcwdKL,price_1U8dzNRyM6dRKLtZwBGGo3H9,true,single,雞肉味,MH-CAT-SNR-012,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrsKDQclIgy0,price_1U8dzwRyM6dRKLtZ7ujj8KaR,true,single,雞肉味｜80g,MH-CAT-SNR-013,AIM30 Karitto Treats 酥脆貓咪零食 雞肉味 80g｜AIM30 Karitto Treats Crispy Cat Treats Chicken Flavour 80g,Sunrise AIM30,cats,118.90,56.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",118.9033,119.90,1.00,0.8410,0.4500,0.4546,True,False,True,hold_fx_change_below_0.5_percent
prod_V8vq78vZ3hdOmK,price_1U8dzLRyM6dRKLtZiNLM7My7,true,single,鮮魚味,MH-CAT-SNR-014,AIM30 Karitto Treats 酥脆貓咪零食 鮮魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Fish Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrYMEciXr909,price_1U8dztRyM6dRKLtZ3WxywbNW,true,single,鮮魚味｜80g,MH-CAT-SNR-015,AIM30 Karitto Treats 酥脆貓咪零食 鮮魚味 80g｜AIM30 Karitto Treats Crispy Cat Treats Fish Flavour 80g,Sunrise AIM30,cats,118.90,56.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",118.9033,119.90,1.00,0.8410,0.4500,0.4546,True,False,True,hold_fx_change_below_0.5_percent
prod_V8vrEgpUGj9fjI,price_1U8dzzRyM6dRKLtZyAr6CctM,true,single,魚味四種綜合｜80g,MH-CAT-SNR-016,AIM30 Karitto Treats 酥脆貓咪零食 魚味四種綜合包 80g｜AIM30 Karitto Treats Crispy Cat Treats Four Fish Flavours Assortment 80g,Sunrise AIM30,cats,118.90,56.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",118.9033,119.90,1.00,0.8410,0.4500,0.4546,True,False,True,hold_fx_change_below_0.5_percent
prod_V8vrEGzFHOkIGq,price_1U8dzlRyM6dRKLtZddHrurtA,true,single,毛球護理｜吞拿魚味,MH-CAT-SNR-017,AIM30 Karitto Treats 酥脆貓咪零食 毛球護理吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Hairball Care Tuna 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vr09YUCbk2x6,price_1U8dzoRyM6dRKLtZuW3r2eij,true,single,乳酸菌｜吞拿魚味,MH-CAT-SNR-018,AIM30 Karitto Treats 酥脆貓咪零食 乳酸菌吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna with Lactic Acid Bacteria 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vragc9O6bDre,price_1U8dzdRyM6dRKLtZmYLY5TKe,true,single,金槍魚味,MH-CAT-SNR-019,AIM30 Karitto Treats 酥脆貓咪零食 金槍魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vr3X8ZjnY554,price_1U8dzQRyM6dRKLtZJ5Dc0Gve,true,single,三文魚味,MH-CAT-SNR-020,AIM30 Karitto Treats 酥脆貓咪零食 三文魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Salmon Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrqp1avymNZ9,price_1U8dzTRyM6dRKLtZAzLsio4t,true,single,海鮮味,MH-CAT-SNR-021,AIM30 Karitto Treats 酥脆貓咪零食 海鮮味 25g｜AIM30 Karitto Treats Crispy Cat Treats Seafood Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vrJdunHu4yQD,price_1U8dziRyM6dRKLtZ8ixLg9g3,true,single,吞拿魚及蟹肉味,MH-CAT-SNR-022,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚及蟹肉味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna & Crab Flavour 25g,Sunrise AIM30,cats,30.90,14.4000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",30.5751,30.90,0.00,0.0000,0.4558,0.4558,False,False,True,no_price_change
prod_V8vr8q8jdO6wNr,price_1U8dzaRyM6dRKLtZjQNjilZt,true,single,吞拿魚味,MH-CAT-SNR-023,AIM30 Karitto Treats 酥脆貓咪零食 吞拿魚味 25g｜AIM30 Karitto Treats Crispy Cat Treats Tuna Flavour 25g,Sunrise AIM30,cats,42.90,19.8000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",42.0408,42.90,0.00,0.0000,0.4610,0.4610,False,False,True,no_price_change
prod_V8vro3NAxi0isd,price_1U8e07RyM6dRKLtZMgv8TuPi,true,single,30g,MH-CAT-SNR-024,AIM30 貓咪吞拿魚片 30g｜AIM30 Cat Tuna Slices 30g,Sunrise AIM30,cats,42.90,19.8000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",42.0408,42.90,0.00,0.0000,0.4610,0.4610,False,False,True,no_price_change
prod_V8xXuAW047ti4v,price_1U8fc3RyM6dRKLtZ8kbEZQmk,true,single,雞肉味｜600g,MH-CAT-SNR-025,AIM30 室內成貓 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Chicken Flavour 600g,Sunrise AIM30,cats,356.90,168.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",356.7098,356.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8xXIokF7G9Er0,price_1U8fc4RyM6dRKLtZnmbBZ59U,true,single,鮮魚味｜600g,MH-CAT-SNR-026,AIM30 室內成貓 鮮魚味乾糧 600g｜AIM30 Indoor Adult Cat Food Fish Flavour 600g,Sunrise AIM30,cats,356.90,168.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",356.7098,356.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8xXwAmye0eVa6,price_1U8fc5RyM6dRKLtZ1foJPEVT,true,single,腎臟健康照護｜雞肉味｜600g,MH-CAT-SNR-027,AIM30 室內成貓 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Adult Cat Food Kidney Health Care Chicken Flavour 600g,Sunrise AIM30,cats,222.90,105.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",222.9436,223.90,1.00,0.4486,0.4499,0.4523,True,False,True,hold_fx_change_below_0.5_percent
prod_V8xXxYtzIJ6S93,price_1U8fcCRyM6dRKLtZhVXn5d9C,true,single,已絕育成貓｜雞肉味｜1.2kg,MH-CAT-SNR-028,AIM30 室內已絕育成貓 雞肉味乾糧 1.2kg｜AIM30 Indoor Spayed and Neutered Adult Cat Food Chicken Flavour 1.2kg,Sunrise AIM30,cats,417.90,197.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",418.2847,418.90,1.00,0.2393,0.4495,0.4508,True,False,True,hold_fx_change_below_0.5_percent
prod_V8xXaZ0jwFhqkT,price_1U8fc2RyM6dRKLtZ3lk0Ei43,true,single,11 歲以上｜雞肉味｜600g,MH-CAT-SNR-029,AIM30 室內高齡貓 11 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Chicken Flavour 600g,Sunrise AIM30,cats,356.90,168.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",356.7098,356.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8xXMTWORpMyun,price_1U8fcBRyM6dRKLtZpuYulJ4J,true,single,11 歲以上｜鮮魚味｜600g,MH-CAT-SNR-030,AIM30 室內高齡貓 11 歲以上 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 11+ Fish Flavour 600g,Sunrise AIM30,cats,356.90,168.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",356.7098,356.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8xXwQzwhjo93R,price_1U8fc9RyM6dRKLtZcSJjz0IP,true,single,15 歲以上｜雞肉味｜600g,MH-CAT-SNR-031,AIM30 室內高齡貓 15 歲以上 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Chicken Flavour 600g,Sunrise AIM30,cats,356.90,168.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",356.7098,356.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8xXT4XG39RY4o,price_1U8fc8RyM6dRKLtZkNh900Ke,true,single,15 歲以上｜腎臟健康照護｜鮮魚味｜600g,MH-CAT-SNR-032,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 鮮魚味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Fish Flavour 600g,Sunrise AIM30,cats,356.90,168.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",356.7098,356.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8xXTyAkIg3YGz,price_1U8fc6RyM6dRKLtZ8UU70tzG,true,single,15 歲以上｜腎臟健康照護｜雞肉味｜600g,MH-CAT-SNR-033,AIM30 室內高齡貓 15 歲以上 腎臟健康照護 雞肉味乾糧 600g｜AIM30 Indoor Senior Cat Food 15+ Kidney Health Care Chicken Flavour 600g,Sunrise AIM30,cats,356.90,168.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0.00,"CNY×1.1654/(1-45%), upward .90",356.7098,356.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8uIO7LzUQjeCT,price_1U8cU0RyM6dRKLtZ8uu3Ejr3,true,single,3.8L｜清新庭院香,MH-CAT-UCM-001,Unicharm Deotoilet 消臭抗菌沸石貓砂 清新庭院香 3.8L｜Unicharm Deotoilet Deodorising Antibacterial Zeolite Cat Litter Natural Green 3.8L,Unicharm Deotoilet,cats,91.90,43.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",91.3007,91.90,0.00,0.0000,0.4536,0.4536,False,False,True,no_price_change
prod_V8sFjjO8IgpPvO,price_1U8aVNRyM6dRKLtZ7S60votS,true,pack_size,體驗裝｜三文魚海苔味 1 包（8 根）,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,Complete ytt,dogs,14.90,6.7400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",14.3109,14.90,0.00,0.0000,0.4717,0.4717,False,False,True,no_price_change
prod_V8sFjjO8IgpPvO,price_1U8aVNRyM6dRKLtZqwr4DE1J,false,pack_size,隨機 2 包／可自選（16 根）,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,Complete ytt,dogs,27.90,12.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",27.3902,27.90,0.00,0.0000,0.4600,0.4600,False,False,True,no_price_change
prod_V8sFjjO8IgpPvO,price_1U8aVORyM6dRKLtZ8BiiBL40,false,pack_size,混合口味 8 包／可自選（共 64 根）,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,Complete ytt,dogs,69.90,32.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",69.8557,69.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8sFjjO8IgpPvO,price_1U8aVORyM6dRKLtZIb6ivl1D,false,pack_size,混合口味 10 包（共 80 根）,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,Complete ytt,dogs,78.90,36.7000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",77.9241,78.90,0.00,0.0000,0.4568,0.4568,False,False,True,no_price_change
prod_V8sFjjO8IgpPvO,price_1U8aVORyM6dRKLtZyvltXD1x,false,pack_size,4 口味各 2 包（共 64 根）,MH-DOG-GEN-001,Complete ytt 日本犬用雞肉條小食 20g｜Complete ytt Chicken Tender Dog Treats 20g,Complete ytt,dogs,69.90,32.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",69.8557,69.90,0.00,0.0000,0.4503,0.4503,False,False,True,no_price_change
prod_V8szJB1xzy0Hkm,price_1U8bDuRyM6dRKLtZLWNMemMt,true,single,藍貓圖案 M,MH-LIF-GEN-001,藍貓圖案斜口高腳陶瓷食盤 M｜Blue Cat Pattern Raised Slanted Ceramic Bowl M,未標示品牌,lifestyle,65.90,30.9500,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",65.7153,65.90,0.00,0.0000,0.4515,0.4515,False,False,True,no_price_change
prod_V8szxN4qvZQyrJ,price_1U8bDrRyM6dRKLtZ4BGKfDgq,false,option,藍胖胖,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,未標示品牌,lifestyle,54.90,25.5000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",54.1435,54.90,0.00,0.0000,0.4576,0.4576,False,False,True,no_price_change
prod_V8szxN4qvZQyrJ,price_1U8bDrRyM6dRKLtZFJenWOBn,true,option,自在如風（藍色插畫）,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,未標示品牌,lifestyle,54.90,25.5000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",54.1435,54.90,0.00,0.0000,0.4576,0.4576,False,False,True,no_price_change
prod_V8szxN4qvZQyrJ,price_1U8bDrRyM6dRKLtZvZK2osMh,false,option,柿柿如意（綠色插畫）,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,未標示品牌,lifestyle,54.90,25.5000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",54.1435,54.90,0.00,0.0000,0.4576,0.4576,False,False,True,no_price_change
